Issue id,Summary,Status,Priority,Resolution,Description
13397747,Add config for Aliyun OSS cnam support,Open,Major,,"Add new config for Aliyun OSS cname support, enable user to close cname"
13398150,Unable to use custom SAS tokens for accessing files from ADLS gen2 storage accounts with hierarchical namespace enabled.,Open,Major,,"I have some parquet files in abfss://con@sa1.dfs.core.windows.net/folder1/. I generated the User Delegation SAS token with the following permission on 'folder1' SAS_SIGNED_PERMISSIONS -> ""racwdxltmeop"" But when I read from ""abfss://con@sa1.dfs.core.windows.net/folder1/"" I get a *HTTP 403 error*, I believe this happens when ABFSS driver makes use of `*getACLStatus*` API call to determine whether the storage service has hierarchical namespace enabled or not. I found a workaround, ie to set *fs.azure.account.hns.enabled* to *true* which would skip get ACL API call and as folder level SAS only works for HNS enabled accounts. May I know if this behavior is expected and the workaround I am using is stable for production use and if there are any hidden implications? Thank you in advance."
13397689,[KMS] FileNotFoundException due to inability to access zookeeper znode,Open,Major,,"A mysterious FileNotFoundException was thrown by KMS client. The KMS server did not log anything related to it. After extensive investigation it was realized it could be caused by either of the two Zookeeper errors: (1) unable to access the znode /zkdtsm due to Zookeeper ACL or other problems. (2) if there's a runtime dependency mismatch. In in case, our RangerKMS (where the HadoopKMS runtime is embedded), threw a NoSuchMethodError during curator initialization (the RangerKMS used an incompatible curator-recipes version at runtime). Curator was not initialized successfully and therefore unable to access the znode. In any case, it would be great to surface up the zookeeper issue to make troubleshooting easier."
13397407,[KMS] Some error messages are not logged in the KMS server,Open,Major,,"While troubleshooting a recent KMS issue, it was found a certain exceptions are not logged in the server side. When client got an error, for example, ""token xxx not found in the cache"", we wanted to find out more details from the server side (stack trace, exact exception...etc) but it was not found."
13395325,Hadoop NativeAzureFileSystem append removes ownership set on the file,Open,Major,,"*Repro:* Create Operation sets ownership whereas append operation removes the same. Create: *// -rw-r--r-- 1 root supergroup 1 2021-08-15 11:02 /tmp/dummyfile* Append: *// -rwxrwxrwx 1 <NULL> <NULL> 2 2021-08-15 11:04 /tmp/dummyfile* {code:java} import org.apache.hadoop.conf.Configuration; import org.apache.hadoop.fs.FSDataOutputStream; import org.apache.hadoop.fs.FileSystem; import org.apache.hadoop.fs.Path; import org.apache.hadoop.fs.permission.FsPermission; public class Wasb { private static final short FILE_LOG_PERMISSIONS = 0640; public static void main(String[] args) throws Exception { Configuration fsConf = new Configuration(); fsConf.set(""fs.azure.enable.append.support"", ""true""); Path filePath = new Path(""/tmp/dummyfile""); FileSystem fs = FileSystem.newInstance(filePath.toUri(), fsConf); FSDataOutputStream stream = fs.create(filePath, false); stream.write(12345); stream.close(); stream = fs.append(filePath); stream.write(888); stream.close(); fs.close(); } } {code}"
13392647,Move Ozone to related projects section,Resolved,Major,Fixed,"Hi all, as Ozone was spun to TLP, it has individual web site. Now on Modules part of Hadoop [website|https://hadoop.apache.org/], the link of Ozone website is old page. IMHO there are two ways to fix it : 1. update it to new page. 2. move Ozone to Related projects part on Hadoop website Please feel free to give me some feedback, thanks"
13391226,NPE in S3AInputStream read() after failure to reconnect to store,Resolved,Major,Fixed,"when [reading from S3a storage|https://github.com/apache/hadoop/blob/rel/release-3.2.0/hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/S3AInputStream.java#L450], SSLException (which extends IOException) happens, which will trigger [onReadFailure|https://github.com/apache/hadoop/blob/rel/release-3.2.0/hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/S3AInputStream.java#L458]. onReadFailure calls ""reopen"". it will first close the original *wrappedStream* and set *wrappedStream = null*, and then it will try to [re-get *wrappedStream*|https://github.com/apache/hadoop/blob/rel/release-3.2.0/hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/S3AInputStream.java#L184]. But what if the previous code [obtaining S3Object|https://github.com/apache/hadoop/blob/rel/release-3.2.0/hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/S3AInputStream.java#L183] throw exception, then ""wrappedStream"" will be null. And the [retry|https://github.com/apache/hadoop/blob/rel/release-3.2.0/hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/S3AInputStream.java#L446] mechanism may re-execute the [wrappedStream.read|https://github.com/apache/hadoop"
13395454,Upgrade ZooKeeper to 3.4.14 in branch-3.2,Resolved,Major,Fixed,Upgrade ZooKeeper 3.4.14 to fix CVE-2019-0201 (https://zookeeper.apache.org/security.html). That way the ZooKeeper version will be consistent with BigTop 3.0.0 (BIGTOP-3471).
13395417,Exclude spotbugs-annotations from transitive dependencies on branch-3.2,Resolved,Major,Fixed,"Building Hadoop in dist profile with ZooKeeper 3.4.14 fails on hadoop-client-check-test-invariants. Excluding com.github.spotbugs:spotbugs-annotation from transitive dependencies should fix this for users needing zookeeer-3.4.14. Since the dependency is provided/optional on ZooKeeper 3.5.x, branch-3.3 and above are not affected."
13393877,LocalFS to support ability to disable permission get/set; remove need for winutils,Open,Major,,"Setting FS permissions on windows has always been a paint point for people running spark standalone, creating files through localFS required WINUTILS.EX To do this I'm seeing some other demand for disabling setting permissions, primarily because if you mount storage (including azure storage) to a VM, you cant call setPermissions; things fail. Proposed: 1. we add an option to disable permission setting 2. we add a path capability, which for hdfs, abfs is always true (not sure about wasb as it varies on file vs dir) 3. we add the option to turn off permission get/set for RawLocalFileSystem and downgrade to a no-op on write, ug+rw on read (or even make configurable?) (Distcp should maybe probe the path and downgrade -p options if the dest store doesn't do perms properly, which argues for wasb to return true, so file perms are set)"
13392588,Remove dependency on jdom,Resolved,Major,Won't Do,"It doesn't seem that jdom is referenced anywhere in the code base now, yet it exists in the distribution. {code} $ find . -name ""*jdom*.jar"" ./hadoop-3.4.0-SNAPSHOT/share/hadoop/tools/lib/jdom-1.1.jar {code} There is recently [CVE-2021-33813|https://github.com/advisories/GHSA-2363-cqg2-863c] issued for jdom. Let's remove the binary from the dist if not useful."
13393148,Replacing native lib with their Java wrappers,Resolved,Major,Later,This is umbrella ticker covering all works for replacing native lib with their Java wrappers.
13387022,Parallelize stages in Jenkins,Open,Major,,Jenkins now builds for multiple environments as different stages. Need to parallelize them.
13393040,Upgrade log4j to fix critical vulnerability,Resolved,Major,Duplicate,CVE-2019-17571 - log4j-1.2.17 - (Fix available in log4j-2.8.2) Please upgrade to log4j-2.8.2 to fix vulnerability
13392999,Add Dockerfile for Ubuntu 18.04,Open,Major,,Adding a Dockerfile for building on Ubuntu 18.04 since there are a lot of users in the community using this distro.
13392997,Add Dockerfile for Fedora 33,Open,Major,,Adding a Dockerfile for building on Fedora 33 since there are a lot of users in the community using this distro.
13391077,WARN security.LdapGroupsMapping: Failed to get groups for user,Open,Major,,"I run hadoop with ldap hadoop.security.group.mapping=org.apache.hadoop.security.LdapGroupsMapping hadoop.security.group.mapping.ldap.bind.user=uid=ldapadmin,ou=people,dc=join,dc=com hadoop.security.group.mapping.ldap.bind.password=00000 hadoop.security.group.mapping.ldap.base=dc=join,dc=com hadoop.security.group.mapping.ldap.search.filter.user=(&(objectClass=posixAccount)(uid=\{0})) hadoop.security.group.mapping.ldap.search.filter.group=(objectClass=posixGroup) hadoop.security.group.mapping.ldap.search.attr.member=memberUid hadoop.security.group.mapping.ldap.search.attr.group.name=cn but I run spark,I get a WARN *(LdapGroupsMapping:290)2021-07-13 13:02:45,523 WARN - [pool-2-thread-4:] ~ Failed to get groups for user jztwk (retry=0) by javax.naming.OperationNotSupportedException: [LDAP: error code 53 - unauthenticated bind (DN with no password) disallowed]* and I *ldapsearch -x -D ""uid=ldapadmin,ou=people,dc=join,dc=com"" -W -b ""dc=join,dc=com""* can get result *hdfs groups yarn* *yarn : hadoop spark yarn* so How can I fix it CDH 6.3.2"
13389816,Remove WARN logging from LoggingAuditor when executing a request outside an audit span,Resolved,Major,Fixed,"Removing WARN logging when executing a request outside an audit span, since it would be present in DEBUG level."
13389522,CLONE - Uber-JIRA: Hadoop should support IPv6,Open,Major,,"Hadoop currently treats IPv6 as unsupported. Track related smaller issues to support IPv6. (Current case here is mainly HBase on HDFS, so any suggestions about other test cases/workload are really appreciated.) Please see [Here | https://issues.apache.org/jira/browse/HADOOP-11890?focusedCommentId=17379845&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#comment-17379845] for more details."
13388337,Add a sample configuration to use ZKDelegationTokenSecretManager in Hadoop KMS,Resolved,Major,Fixed,The following parameters should be documented in https://hadoop.apache.org/docs/stable/hadoop-kms/index.html#Delegation_Tokens * hadoop.kms.authentication.zk-dt-secret-manager.enable * hadoop.kms.authentication.zk-dt-secret-manager.kerberos.keytab * hadoop.kms.authentication.zk-dt-secret-manager.kerberos.principal * hadoop.kms.authentication.zk-dt-secret-manager.zkConnectionString * hadoop.kms.authentication.zk-dt-secret-manager.znodeWorkingPath * hadoop.kms.authentication.zk-dt-secret-manager.zkAuthType
13388168,"""hadoop.security.token.service.use_ip"" should be documented",Resolved,Major,Duplicate,hadoop.security.token.service.use_ip is not documented in core-default.xml. It should be documented.
13389614,S3A Xattr/getXAttr to handle directories without markers,Open,Minor,,"The XAttr support in S3 raises FNFE if given a directory as a path when that directory has children but no marker. It should somehow downgrade (e.g. FNFE -> probe for a dir, and if found return an empty set of headers)"
13395707,ABFS: Test with 100MB buffer size in ITestAbfsReadWriteAndSeek times out,Open,Minor,,"testReadAndWriteWithDifferentBufferSizesAndSeek with buffer size above 100 MB is failing with timeout. It is delaying the whole test run by 15-30 mins. [ERROR] testReadAndWriteWithDifferentBufferSizesAndSeek[Size=104,857,600](org.apache.hadoop.fs.azurebfs.ITestAbfsReadWriteAndSeek) Time elapsed: 1,800.041 s <<< ERROR! org.junit.runners.model.TestTimedOutException: test timed out after 1800000 milliseconds at sun.misc.Unsafe.park(Native Method) at java.util.concurrent.locks.LockSupport.park(LockSupport.java:175) at java.util.concurrent.FutureTask.awaitDone(FutureTask.java:429) at java.util.concurrent.FutureTask.get(FutureTask.java:191) at org.apache.hadoop.fs.azurebfs.services.AbfsOutputStream.waitForAppendsToComplete(AbfsOutputStream.java:515) at org.apache.hadoop.fs.azurebfs.services.AbfsOutputStream.flushWrittenBytesToService(AbfsOutputStream.java:533) at org.apache.hadoop.fs.azurebfs.services.AbfsOutputStream.flushInternal(AbfsOutputStream.java:377) at org.apache.hadoop.fs.azurebfs.services.AbfsOutputStream.close(AbfsOutputStream.java:337) at org.apache.hadoop.fs.FSDataOutputStream$PositionCache.close(FSDataOutputStream.java:77) at org.apache.hadoop.fs.FSDataOutputStream.close(F"
13397810,ABFS to log @ debug each config option *And where it comes from*,Open,Minor,,"as with the other stores, there's a lot of options in abfs related to authentication, and when they are misconfigured, nothing works. cloudstore's storediag can print out the options and their origins, but it's a command line tool, so cannot debug what applications like spark or hive are getting. Proposed: as each config option is resolved, print out where it came from, including which jcecks credential provider."
13400246,AbstractAbfsIntegrationTest.createFilesystemForSASTests() leaks FS instances,Open,Minor,,"I've noticed in MAPREDUCE-7341 that ABFS ITests had a lot of FS instances closed in the shutdown hook. Tracked down to the fact that {{AbstractAbfsIntegrationTest.createFilesystemForSASTests()}} creates a temp FS via newInstance(), and doesn't close it...the instance is kept in the cache until shutdown. I'm going to fix it in MAPREDUCE-7341, though it's something minor which could be pulled out for backporting"
13389406,transient failure of ITestAbfsListStatusRemoteIterator.testWithAbfsIteratorDisabledWithoutHasNext,Open,Minor,,"assert failure of {{ITestAbfsListStatusRemoteIterator.estWithAbfsIteratorDisabledWithoutHasNext}} on a (probably) overloaded parallel test run. Did not occur standalone. Before identifying/fixing causes, the test case could be improved for more informative error reporting * report when the fileNames.remove(pathStr) call returned false: the listing had found an unexpected value * tune the assert which did fail to include the unknown element. This may just be a bug from duplicate filenames, in which case the patch in progress for that should make it ""go away"""
13404150,Update commons-lang to 3.12.0,Resolved,Minor,Fixed,"our commons-lang3 dependency is currently 3.7, which is nearly 4 years old. latest right now is 3.12 and there are at least some fixes that would make us more robust on JDKs newer than openjdk8 (e.g. LANG-1384. [release notes indicate 3.9 is the first to support jdk11|https://commons.apache.org/proper/commons-lang/changes-report.html])."
13402809,Fix typos in usage message in winutils.exe,Resolved,Minor,Fixed,The usage message for task creation in winutils.exe has a few typos: * OPTOINS * cup rate
13398869,The error of Constant annotation in AzureNativeFileSystemStore.java,Resolved,Minor,Fixed,
13403646,Update xerces to 2.12.1,Resolved,Minor,Fixed,Update xerces due to CVE-2012-0881
13401370,Print RPC response length in the exception message,Resolved,Minor,Fixed,"To facilitate problem tracking, we can print RPC Response Length in the exception message."
13393766,Make it easier to debug UnknownHostExceptions from NetUtils.connect,Resolved,Minor,Fixed,"Most UnknownHostExceptions thrown throughout hadoop include a useful message, either the hostname that was not found or some other descriptor of the problem. The UnknownHostException thrown from NetUtils.connect only includes the [message of the underlying UnresolvedAddressException|https://github.com/apache/hadoop/blob/trunk/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/net/NetUtils.java#L592]. If you take a look at the source for UnresolvedAddressException, [it only has a no-args constructor|https://docs.oracle.com/en/java/javase/11/docs/api/java.base/java/nio/channels/UnresolvedAddressException.html] (java11, but same is true in other versions). So it never has a message, meaning the UnknownHostException message is empty. We should include the endpoint.toString() in the UnknownHostException thrown by NetUtils.connect"
13390918,ipc.Client not setting interrupt flag after catching InterruptedException,Resolved,Minor,Fixed,ipc.Client is swallowing InterruptedException at a couple of places: # While waiting on all connections to be closed # While waiting to retrieve some RPC response We should at least set the interrupt signal and also log the InterruptedException caught.
13394094,Remove ListenerHandle from Hadoop registry,Resolved,Minor,Fixed,"As part of HADOOP-17835 (replacing PathChildrenCache/TreeCache by CuratorCache), realized that although registerPathListener() of CuratorService returns ListenerHandle, it is not used by RegistryDNSServer. We can remove ListenerHandle from hadoop-registry as it is not Public/LP interface."
13401775,Fix command line example in Hadoop Cluster Setup documentation,Resolved,Minor,Fixed,"About Hadoop cluster setup documentation ([https://hadoop.apache.org/docs/stable/hadoop-project-dist/hadoop-common/ClusterSetup.html]) The option <cluster_name> is specified in the following example, but HDFS command ignores it. {noformat} `[hdfs]$ $HADOOP_HOME/bin/hdfs namenode -format <cluster_name>` {noformat}"
13392813,ITestCustomSigner fails with NPE against private endpoint,Resolved,Minor,Cannot Reproduce,ITestCustomSigner fails when the tester is pointed at a private endpoint
13393249,Improve Magic Committer Performance,Resolved,Minor,Fixed,"Magic committer tasks can be slow because every file created with overwrite=false triggers a HEAD (verify there's no file) and a LIST (that there's no dir). And because of delayed manifestations, it may not behave as expected. ParquetOutputFormat is one example of a library which does this. we could fix parquet to use overwrite=true, but (a) there may be surprises in other uses (b) it'd still leave the list and (c) do nothing for other formats call Proposed: createFile() under a magic path to skip all probes for file/dir at end of path Only a single task attempt Will be writing to that directory and it should know what it is doing. If there is conflicting file names and parts across tasks that won't even get picked up at this point. Oh and none of the committers ever check for this: you'll get the last file manifested (s3a) or renamed (file) If we skip the checks we will save 2 HTTP requests/file."
13394128,S3a parquet reads slow with Spark on Kubernetes (EKS),Resolved,Minor,Works for Me,"I am trying to read parquet saved in S3 via Spark on EKS using hadoop-AWS 3.2.0. There are 112 partitions (each around 130MB) for a particular month. The data is being read but very very slowly. I just keep seeing below and very small dataset actually being fetched. 21/08/09 05:07:05 DEBUG Executor task launch worker for task 60.0 in stage 3.0 (TID 63) Invoker: Values passed - text: read on s3a://uat1-prp-rftu-25-045552507264-us-east-1/xxxx/yyyy/zzzz/table_fact_mtd_c/ptn_val_txt=20200229/part-00012-32dbfb10-b43c-4066-a70e-d3575ea530d5-c000.snappy.parquet, idempotent: true, Retried: org.apache.hadoop.fs.s3a.S3AFileSystem$$Lambda$1199/2130521693@5259f9d0, Operation:org.apache.hadoop.fs.s3a.Invoker$$Lambda$1239/37396157@454de3d3 21/08/09 05:07:05 DEBUG Executor task launch worker for task 60.0 in stage 3.0 (TID 63) Invoker: retryUntranslated begin 21/08/09 05:07:05 DEBUG Executor task launch worker for task 60.0 in stage 3.0 (TID 63) Invoker: Values passed - text: lazySeek on s3a://uat1-prp-rftu-25-045552507264-us-east-1/xxxx/yyyy/zzzz/table_fact_mtd_c/ptn_val_txt=20200229/part-00012-32dbfb10-b43c-4066-a70e-d3575ea530d5-c000.snappy.parquet, idempotent: true, Retried: org.apache.hadoop"
13393431,Improve logging on ABFS error reporting,Resolved,Minor,Fixed,"Large 10GB download from abfs failing after 50 minutes, connection reset Assumptions * Azure storage/routers etc get bored of long-lived HTTP connections * ABFS client doesn't recover from socket exceptions"
13395549,S3A to support user-specified content encoding,Resolved,Minor,Fixed,User-specified object content-encoding (part of the object metadata) is important for allowing compressed files to be processed in the AWS ecosystem. We should allow the user to specify the content encoding of the files being written. metadata can not be changed after a file is written without a rewrite.
13403847,abfs & s3a FS instantiate triggers warning about deprecated io.bytes.per.checksum,Resolved,Minor,Duplicate,"If you don't turn off the deprecation log, you get told off about dfs.bytes-per-checksum {code} 2021-09-28 15:40:26,551 INFO Configuration.deprecation: io.bytes.per.checksum is deprecated. Instead, use dfs.bytes-per-checksum {code} proposed * find out where it's used/set * stop it"
13403189,ITestS3ADeleteFilesOneByOne. testBulkRenameAndDelete OOM: Direct buffer memory,Open,Minor,,"on a test setup with bytebuffer, the parallel zero-byte file create phase OOMed fs.s3a.fast.upload.buffer = ""bytebuffer"" [core-site.xml] fs.s3a.fast.upload.active.blocks = ""8"" [core-site.xml] fs.s3a.multipart.size = ""32M"" [core-site.xml] Root cause: bytebuffer is being allocated on block creation, so every empty file took up 32MB of off-heap storage only for this to be released unused in close() If this allocation was postponed until the first write(), then empty files wouldn't need any memory allocation. Do the same on-demand creation for byte arrays and filesystem would also have benefits. this has implications for HADOOP-17195, which has abfs using a fork of the buffering code changing the code there to be on-demand would be a good incentive for s3a to adopt"
13396146,JsonSerDeser to collect IOStatistics,Resolved,Minor,Won't Fix,"json deserializer to build stats on reading costs, which can then be collected too to measure cost of ser/deser and of file IO from the input/output streams, if they provide it. Allows for committers to report costs better here."
13397139,ABFS: Fix compiler deprecation warning in TextFileBasedIdentityHandler,Resolved,Minor,Fixed,"TextFileBasedIdentityHandler uses an instance of LineIterator whose closeQuietly method has been deprecated, resulting in compiler warnings during yetus runs. Fix by leveraging a try-with-resources block to avoid the explicit call to closeQuietly by the LineIterator instance. hadoop-tools/hadoop-azure/src/main/java/org/apache/hadoop/fs/azurebfs/utils/TextFileBasedIdentityHandler.java:192:18:[deprecation] closeQuietly(LineIterator) in LineIterator has been deprecated"
13402862,"Document of ""DistCp Guide"" is wrong",Open,Minor,,"In [https://hadoop.apache.org/docs/stable/hadoop-distcp/DistCp.html] ,it says {quote}Now, consider the following copy operation: distcp hdfs://nn1:8020/source/first hdfs://nn1:8020/source/second hdfs://nn2:8020/target With sources/sizes: hdfs://nn1:8020/source/first/1 32 hdfs://nn1:8020/source/first/2 32 hdfs://nn1:8020/source/second/10 64 hdfs://nn1:8020/source/second/20 32 And destination/sizes: hdfs://nn2:8020/target/1 32 hdfs://nn2:8020/target/10 32 hdfs://nn2:8020/target/20 64 Will effect: hdfs://nn2:8020/target/1 32 hdfs://nn2:8020/target/2 32 hdfs://nn2:8020/target/10 64 hdfs://nn2:8020/target/20 32 {quote} However, since neither _{{-update}}_ or _-overwrite_ is used, _*first*_ and _*second*_ directories will be created"
13400921,Add missing RELEASENOTES and CHANGELOG to upstream,Resolved,Minor,Fixed,"RELEASENOTES and CHANGELOG of 2.10.1, 3.1.4 and 3.3.0 are missing in trunk."
13397521,S3A CSE: minor tuning,Resolved,Minor,Fixed,"Some minor tuning to the CSE encryption support before backporting to 3.3.x and so shipping this year * LogExactlyOnce an ""please ignore the warning"" message to a new log (""org.apache.hadoop.fs.s3a.encryption"") which can be set to ERROR if you get bored of the message. * Extend testing_s3a.md and the SDK upgrade runbook: test CSE always * change property name of encryption key (maybe: fs.s3a.encryption) and add mapping in S3AFileSystem.addDeprecatedKeys ... docs will need updating too."
13402349,BUILDING.txt should not encourage to activate docs profile on building binary artifacts,Resolved,Minor,Fixed,"BUILDING.txt in trunk([https://github.com/apache/hadoop/blob/4d21655d04d1b488fe37e908d75f833c1aa66b01/BUILDING.txt#L350]) explains how to create binary distribution with documentation and shows the following command line examples. {noformat} `$ mvn package -Pdist,native,docs -DskipTests -Dtar` `$ mvn package -Pdist,native,docs,src -DskipTests -Dtar` {noformat} But, they output errors as follows. Class duplication causes this problem. Results: {noformat} [INFO] -------< org.apache.hadoop:hadoop-client-check-test-invariants >-------- [INFO] Building Apache Hadoop Client Packaging Invariants for Test 3.4.0-SNAPSHOT [105/112] [INFO] --------------------------------[ pom ]--------------------------------- ... [INFO] --- maven-enforcer-plugin:3.0.0-M1:enforce (enforce-banned-dependencies) @ hadoop-client-check-test-invariants --- [INFO] Adding ignorable dependency: org.apache.hadoop:hadoop-annotations:null [INFO] Adding ignore: * [WARNING] Rule 1: org.apache.maven.plugins.enforcer.BanDuplicateClasses failed with message: Duplicate classes found: Found in: org.apache.hadoop:hadoop-client-minicluster:jar:3.4.0-SNAPSHOT:compile org.apache.hadoop:hadoop-client-runtime:jar:3.4.0-SNAPSHOT:comp"
13400952,cleanupTempFiles in CopyCommitter can work with directWrite option,Open,Minor,,"If directWrite is true, then cleanupTempFiles is unnecessary."
13402393,Maven-eclipse-plugin is no longer needed since Eclipse can import Maven projects by itself.,Resolved,Minor,Fixed,"BUILDING.txt explains the way to import projects to eclipse. However, when you follow the instruction, you can't import the entire source tree (e.g., hadoop-project directory). In addition to this, maven-eclipse-plugin has already retired. There is a simpler way to import it without maven-eclipse-plugin. {noformat} Importing projects to eclipse When you import the project to eclipse, install hadoop-maven-plugins at first. $ cd hadoop-maven-plugins $ mvn install Then, generate eclipse project files. $ mvn eclipse:eclipse -DskipTests At last, import to eclipse by specifying the root directory of the project via [File] > [Import] > [Existing Projects into Workspace]. {noformat}"
13399734,Allow nested blocks in switch case in checkstyle settings,Resolved,Minor,Fixed,Nested blocks in switch case are used in existing code and checkstyle warning are just ignored. It should be allowed in project checkstyle settings.
13397460,HTTP Filesystem to qualify paths in open()/getFileStatus(),Resolved,Minor,Fixed,"HTTP filesystem is inconsistent with other filesystem (eg: S3AFilesystem) in that they don't accept Path which is relative to the URL that the filesystem is instantiated with. As in {code:java} FileSystem.get(""http://www.example.com"").open(new Path(""/test"")){code} will fail with URI not absolute. But it should infact fetch {{http://www.example.com/test}}"
13390158,YarnClient Caching Addresses,Open,Minor,,"We have noticed that when the YarnClient is initialized and used, it is not very resilient when dns or /etc/hosts is modified in the following scenario: Take for instance the following (and reproducable) sequence of events that can occur on a service that instantiates and uses YarnClient. - Yarn has rm HA enabled (*yarn.resourcemanager.ha.enabled* is *true*) and there are two rms (rm1 and rm2). - *yarn.client.failover-proxy-provider* is set to *org.apache.hadoop.yarn.client.RequestHedgingRMFailoverProxyProvider* 1) rm2 is currently the active rm 2) /etc/hosts (or dns) is missing host information for rm2 3) A service is started and it initializes the YarnClient at startup. 4) At some point in time after YarnClient is done initializing, /etc/hosts is updated and contains host information for rm2 5) Yarn is queried, for instance calling *yarnclient.getApplications()* 6) All YarnClient attempts to communicate with rm2 fail with UnknownHostExceptions, even though /etc/hosts now contains host information for it."
13396633,DNS Query on DNS Registry got connection timed out at times.,Open,Minor,,"DNS query on YARN Registry DNS got connection timed out at times. After checking logs on registry dns, we found the cause that size of UDP Response is greater than Preallocated Byte buffer(4096) We added failsafe case by returning input query with TC flag so that client can know they should retried using TCP protocol. We found the problem and patched our cluster on 3.1.2 but it seems trunk still has the same problem. I attached patch based on the trunk. Thanks!"
13394820,Update link of wiki on README,Resolved,Minor,Not A Problem,The [README|https://github.com/apache/hadoop#readme] on [github repo|https://github.com/apache/hadoop] is deprecated now. Let's update it to [HADOOP2|https://cwiki.apache.org/confluence/display/HADOOP2]
13393864,Update link of PoweredBy wiki page,Resolved,Minor,Fixed,The [PoweredBy wiki page|https://cwiki.apache.org/confluence/display/hadoop/PoweredBy] on [main page|https://hadoop.apache.org/] is not found. IMHO update it to [here|https://cwiki.apache.org/confluence/display/HADOOP2/PoweredBy]
13393879,Backport HADOOP-17837 to branch-3.2,Resolved,Minor,Fixed,
13391199,ABFS ExponentialRetryPolicy doesn't pick up configuration values,Resolved,Minor,Fixed,"The ABFS driver uses ExponentialRetryPolicy to handle throttling by the ADLS Gen 2 API. The number of retries can already be configured by setting the property fs.azure.io.retry.max.retries. However, none of the other properties on ExponentialRetryPolicy can be set even though configuration properties have already been defined for them. Allow the additional properties (min/max retry wait, default wait) to be configured."
13387361,S3 CSV read performance with Spark with Hadoop 3.3.1 is slower than older Hadoop,Resolved,Minor,Works for Me,"This is issue is continuation to https://issues.apache.org/jira/browse/HADOOP-17755 The input data reported by Spark(Hadoop 3.3.1) was almost double and read runtime also increased (around 20%) compared to Spark(Hadoop 3.2.0) with same exact amount of resource and same configuration. And this is happening with other jobs as well which was not impacted by read fully error as stated above. *I was having the same exact issue when I was using the workaround fs.s3a.readahead.range = 1G with Hadoop 3.2.0* Below is further details : |Hadoop Version|Actual size of the files(in SQL Tab)|Reported size of the file(In Stages)|Time to complete the Stage|fs.s3a.readahead.range| |Hadoop 3.2.0|29.3 GiB|29.3 GiB|23 min|64K| |Hadoop 3.3.1|29.3 GiB|*{color:#ff0000}58.7 GiB{color}*|*{color:#ff0000}27 min{color}*|{color:#172b4d}64K{color}| |Hadoop 3.2.0|29.3 GiB|*{color:#ff0000}58.7 GiB{color}*|*{color:#ff0000}~27 min{color}*|{color:#172b4d}1G{color}| * *Shuffle Write* is same (95.9 GiB) for all the above three cases I was expecting some improvement(or same as 3.2.0) with Hadoop 3.3.1 with read operations, please suggest how to approach this and resolve this. I have used the default s3a config along wi"
13391082,[KMS] LoadBalancingKMSClientProvider should implement toString(),Open,Minor,,"KMSClientProvider implements toString() but LoadBalancingKMSClientProvider does not inherit from KMSClientProvider, nor does it implement toString(). So running hadoop key command does not show key provider URL: {noformat} bin/hadoop key list -metadata 2021-07-21 15:26:43,856 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable Listing keys for KeyProvider: org.apache.hadoop.crypto.key.kms.LoadBalancingKMSClientProvider@394a2528{noformat}"
13389884,IOStatistisSource to add new adder methods,Open,Minor,,"Based on experience of Manifest committer of MAPREDUCE-7341: * operation to take a key and a count and a mean entry, min, max and count: addStatsSample(String key, long count) * operation to add a mean and sample count to a mean value."
13337003,mvn verify fails due to duplicate entry in the shaded jar,Resolved,Blocker,Cannot Reproduce,Found this when I was chasing a separate shading error with [~smeng]. In trunk: run mvn verify under hadoop-client-module/ {noformat} [INFO] ------------------------------------------------------------------------ [INFO] Reactor Summary for Apache Hadoop Client Modules 3.4.0-SNAPSHOT: [INFO] [INFO] Apache Hadoop Client Aggregator .................... SUCCESS [ 2.607 s] [INFO] Apache Hadoop Client API ........................... SUCCESS [03:16 min] [INFO] Apache Hadoop Client Runtime ....................... SUCCESS [01:30 min] [INFO] Apache Hadoop Client Test Minicluster .............. FAILURE [04:44 min] [INFO] Apache Hadoop Client Packaging Invariants .......... SKIPPED [INFO] Apache Hadoop Client Packaging Invariants for Test . SKIPPED [INFO] Apache Hadoop Client Packaging Integration Tests ... SKIPPED [INFO] Apache Hadoop Client Modules ....................... SKIPPED [INFO] ------------------------------------------------------------------------ [INFO] BUILD FAILURE [INFO] ------------------------------------------------------------------------ [INFO] Total time: 09:34 min [INFO] Finished at: 2020-10-23T16:38:53-07:00 [INFO] -----------------------------------------------------
